orbit,bx,phi,eta,pt,charge
11934678,3511,1.46171,-0.424125,7,-1
11939671,3478,2.68344,0.358875,3.5,1
11941906,3500,1.61443,-0.3915,16,1
11948347,3543,-1.19991,-0.424125,3.5,1
11948347,3544,-1.22173,-0.424125,5,1
11949679,3504,3.11978,0.685125,3.5,-1
11951699,3479,1.24355,0.358875,3.5,-1
11952758,3456,1.42899,-0.358875,6.5,-1
11952758,3458,3.14159,0,2.5,1
11952901,3480,0.370882,-0.3915,3.5,-1
11954256,3456,-1.5708,0.467625,9,-1
11960046,3491,2.31256,-0.685125,3.5,1
11963625,3529,1.66897,-0.424125,3.5,1
11963625,3530,1.67988,-0.511125,4.5,1
11963625,3531,-2.31256,-0.511125,5.5,-1
11965994,3501,2.05076,-0.511125,3,1
11968103,3480,-2.94524,0.511125,2.5,1
11968553,3472,-1.38536,-0.511125,18,1
11974095,3475,0.992656,0,8.5,-1
11977524,3521,1.74533,0.685125,3.5,1
11979182,3526,-2.98888,0.424125,7,-1
11980160,3552,1.05811,-0.358875,4,1
11981082,3463,1.29809,-0.532875,5.5,1
11984709,3491,0.916298,-0.76125,3.5,-1
11985540,3499,2.15984,-0.23925,3.5,1
11993810,3447,2.11621,0.685125,3.5,-1
11995392,3490,3.08705,-0.511125,3,-1
11996267,3494,-2.73799,0,9.5,1
11997128,3493,-2.85798,-0.424125,3.5,-1
12000326,3521,1.41808,-0.685125,5.5,1
12000771,3460,1.52716,0.685125,108,-1
12001953,3492,-1.02538,0,7,1
12004182,3465,1.07992,-0.358875,3.5,-1
12004182,3467,-1.46171,-0.358875,3.5,1
12007302,3525,1.61443,-0.685125,7,-1
12011521,3492,-0.534507,-0.511125,3,1
12013001,3484,1.89805,0,4,1
12013001,3485,-1.85441,0,3.5,-1
12014927,3471,1.38535,-0.685125,4,-1
12018860,3456,-1.16719,0.10875,5.5,1
12019420,3548,-2.32347,-0.467625,5,-1
12022018,3464,2.19257,-0.315375,3.5,1
12023129,3449,2.27984,0.424125,5.5,-1
12023839,3496,1.50535,0.358875,4,1
12026079,3454,1.79987,-0.685125,4.5,1
12026747,3549,0.959931,0.511125,6,1
12026747,3551,-2.73799,-0.206625,3,-1
12027930,3456,1.22173,-0.511125,3.5,-1
12027930,3457,-1.45081,-0.467625,3.5,1
12028282,3453,1.309,0,69,-1
12028282,3454,-1.82169,-0.424125,56,1
12028515,3551,-1.49444,-0.80475,3.5,-1
12034086,3473,1.25446,-0.358875,5,-1
12043398,3489,1.49444,-0.80475,16.5,1
12046629,3549,1.35263,0,14,-1
12049455,3539,1.88714,-0.358875,5.5,1
12052805,3507,-0.338157,-0.511125,4,1
12054432,3496,2.25802,-0.489375,7,1
12054432,3497,-1.09083,0.380625,5.5,-1
12056001,3448,2.19257,0.358875,3.5,1
12056066,3523,0.458149,0,7.5,-1
12057509,3462,-0.0545419,0.511125,4.5,1
12061204,3487,1.05811,0.358875,3.5,-1
12066742,3545,0.534507,0.45675,4.5,-1
12066742,3546,-2.18166,0,2.5,1
12071441,3484,1.33081,-0.511125,4,-1
12073450,3485,1.0472,0.206625,48.5,-1
12073450,3486,1.02538,-0.28275,13.5,1
12073450,3487,-1.95259,-0.76125,25.5,1
12073450,3487,2.66163,-0.511125,6.5,1
12073692,3522,1.22173,-0.163125,3.5,-1
12074897,3457,1.5708,0,14.5,1
12075226,3515,-2.21439,-0.76125,14,-1
12077471,3446,-2.06167,0.685125,4.5,1
12078457,3541,1.75624,-0.511125,17.5,1
12081285,3473,1.62534,0,4.5,1
12082504,3474,-0.021817,0,3,1
12082615,3543,0.959931,-0.685125,6.5,1
12082615,3545,-1.93077,-0.467625,7,-1
12085418,3537,-2.27984,-0.80475,3.5,-1
12086260,3509,1.12356,-0.358875,4.5,-1
12089546,3452,1.9635,0,5.5,1
12089546,3453,-2.53073,-0.80475,9,-1
12094359,3485,1.38535,0.36975,11,-1
12094359,3487,-1.39626,0,38,1
12094489,3488,2.03985,-0.358875,5,1
12094489,3489,2.07258,-0.511125,9,1
12095927,3481,1.53807,-0.76125,7.5,1
12100150,3552,0.490874,0.609,2.5,-1
12104591,3535,-0.883573,0.6525,3.5,1
12105425,3473,1.36354,-0.3915,29.5,1
12105425,3475,-1.09083,0,12.5,-1
12106184,3480,1.7017,-0.6525,17.5,1
12107145,3509,-1.45081,-0.511125,5.5,1
12107529,3545,1.33081,-0.54375,3.5,-1
12107529,3547,-1.46171,-0.467625,4.5,1
12108937,3535,1.11265,-0.685125,4,-1
12113028,3498,1.41808,-0.3915,7.5,1
12113028,3499,1.41808,-0.424125,4.5,1
12113195,3445,-2.56345,0.80475,31,1
12120026,3505,-2.51982,-0.511125,3,-1
12122761,3484,-0.927206,0.80475,3.5,1
12123125,3498,1.46171,-0.3915,12,-1
12123125,3500,-1.41808,-0.358875,9.5,1
12123282,3547,-1.05811,-0.206625,4.5,1
12126555,3451,1.52716,-0.41325,26.5,-1
12126555,3452,1.51625,-0.511125,10,-1
12126555,3453,3.13068,0,2.5,1
12126787,3541,0.338158,0,4.5,-1
12126787,3542,0.261799,0,4.5,-1
12130474,3488,1.77805,0.358875,3.5,1
12134349,3492,1.64715,0.511125,4,1
12134860,3480,0.796306,0.511125,11,1
12134860,3480,0.77449,0.358875,5.5,1
12136075,3499,0.687223,0,35,-1
12136075,3501,-2.69435,0.36975,26.5,1
12136921,3522,1.8326,-0.511125,6,-1
12136921,3523,-0.949023,-0.641625,6,1
12140415,3483,1.22173,0,5.5,-1
12143131,3447,-1.09083,-0.80475,3.5,-1
12143895,3541,-2.498,-0.80475,3.5,1
12144929,3495,0.992656,0,4.5,-1
12144929,3497,-1.72351,0.76125,3.5,1
12145181,3445,-1.73442,0.76125,139.5,1
12148216,3476,1.34172,-0.80475,3.5,-1
12158184,3448,1.95259,0.511125,3,1
12161990,3492,-0.479966,-0.511125,2.5,1
12162337,3502,0.927206,-0.685125,3.5,-1
12162337,3504,-1.39626,-0.467625,2.5,1
12164574,3514,1.89805,0.80475,3.5,-1
12164574,3515,-0.0545419,0.80475,3.5,1
12166183,3460,1.46171,0.358875,4.5,1
12173246,3511,1.40717,0.358875,34.5,1
12174068,3472,1.98531,-0.685125,3.5,1
12174068,3474,-2.67254,-0.511125,4.5,-1
12175735,3502,-3.10887,0.511125,3,-1
12176850,3450,2.13803,0.467625,12.5,-1
12177489,3493,1.81078,-0.45675,5.5,1
12177733,3534,1.48353,-0.3915,3.5,1
12179476,3531,0.83994,0.80475,3.5,-1
12179633,3462,1.79987,0.76125,3,1
12180699,3532,1.76715,-0.685125,3.5,1
12181324,3481,1.9635,-0.80475,3.5,1
12181324,3482,-0.152716,-0.424125,3.5,-1
12189793,3494,-2.45437,0.358875,4.5,1
12191234,3457,1.46171,0.511125,14,-1
12191234,3457,1.49444,0.358875,5.5,-1
12200031,3550,0.872665,-0.76125,5,-1
12200031,3552,-1.94168,-0.76125,4.5,1
12207282,3493,2.11621,0.358875,7,1
12207559,3485,-1.94168,0.76125,3.5,1
12209400,3535,-2.42164,-0.358875,5.5,-1
12211860,3452,-1.95259,-0.10875,3.5,1
12212049,3544,-2.65072,0.054375,3.5,-1
12212049,3544,-2.51982,0.054375,3.5,-1
12216766,3529,-0.927206,0,3.5,1
12226664,3536,0.469057,0,6,-1
12226664,3537,-1.60352,-0.424125,3.5,1
12227647,3502,1.86532,-0.80475,3.5,1
12230039,3469,1.99622,-0.685125,3.5,1
12231289,3508,1.62534,-0.511125,25.5,-1
12233599,3457,1.5708,-0.467625,7.5,-1
12234039,3514,1.42899,0,8.5,1
12234039,3515,1.42899,0,11,1
12234039,3516,-2.20348,0.424125,9,-1
12237872,3527,1.40717,-0.685125,3.5,-1
12237933,3475,1.50535,-0.36975,8,-1
12242138,3471,1.99622,0.685125,6.5,1
12242138,3473,-1.25446,0.511125,13,-1
12242138,3473,-1.24355,0.424125,4,-1
12246405,3497,0.894481,0.261,11,-1
12246919,3531,-2.1053,-0.511125,3.5,-1
12246919,3531,-1.98531,-0.358875,3.5,-1
12247792,3515,2.12712,0.424125,3.5,1
12249780,3511,-2.6289,-0.358875,3.5,-1
12255015,3543,1.82169,-0.76125,3,1
12263446,3529,1.10174,0.511125,3.5,-1
12263446,3530,-1.00356,0.6525,3.5,1
12265689,3451,1.99622,0.80475,4.5,1
12268586,3448,0.621774,0.358875,3.5,-1
12278084,3468,1.12356,-0.511125,3,-1
12278084,3469,-1.37445,0,4,1
12278532,3446,-0.872665,-0.641625,4.5,1
12279619,3451,1.24355,-0.76125,3.5,-1
12279619,3453,-2.02895,-0.467625,4.5,1
12282813,3510,2.21439,-0.80475,3.5,1
12283438,3528,-1.4399,-0.358875,3.5,1
12286001,3495,1.48353,-0.80475,4.5,-1
12286001,3496,-0.796306,-0.358875,5,1
12287585,3464,1.46171,-0.424125,82.5,-1
12288831,3478,2.0944,-0.511125,3,-1
12288831,3478,2.2362,-0.358875,3.5,-1
12294688,3515,2.22529,0.511125,5,1
12296320,3458,1.4508,-0.80475,3.5,-1
12297333,3527,1.47262,-0.80475,5.5,-1
12297333,3528,-1.63625,-0.76125,6.5,1
12299214,3536,1.22173,-0.80475,3.5,-1
12299214,3538,-1.0472,-0.641625,4,1
12303876,3449,2.30165,0.358875,3.5,1
12303876,3449,2.41074,0.511125,3,1
12304755,3518,1.48353,-0.358875,5,-1
12304755,3519,1.4508,-0.511125,8.5,-1
12308594,3528,-1.93077,-0.511125,3.5,1
12308714,3503,-1.5817,0,3.5,1
12309718,3499,1.7126,-0.685125,7.5,-1
12310171,3510,2.27984,0.511125,3,1
12313886,3493,1.9635,-0.685125,5,-1
12314254,3509,-2.00713,-0.184875,3.5,-1
12318986,3489,0.567232,0.435,3.5,-1
12319461,3532,1.4508,0.685125,3.5,-1
12322258,3518,1.39626,0.424125,3.5,-1
12326178,3476,-0.698132,-0.685125,5.5,-1
12329214,3537,-1.67988,0.3915,8.5,1
12330291,3526,1.9635,0.685125,3.5,1
12332119,3485,-0.70904,-0.23925,7,1
12347740,3496,-2.498,0.80475,3.5,-1
12353391,3497,-3.13068,0,4,-1
12353725,3529,1.4399,-0.6525,7.5,-1
12356696,3487,1.16719,-0.685125,3.5,-1
12360768,3447,1.72351,0,3,1
12364392,3524,-2.18166,-0.80475,6,-1
12364871,3460,-1.16719,-0.424125,5,1
12364871,3461,-1.16719,-0.641625,6.5,1
12366675,3476,0.916298,0.511125,3,-1
12368716,3490,0.883573,0,3.5,1
12368716,3492,3.09796,0.184875,3.5,-1
12369941,3507,1.59261,0.511125,3,1
12372914,3494,1.60352,-0.685125,14.5,1
12372914,3496,-1.40717,-0.80475,15,-1
12373330,3548,-2.14894,0.685125,5,1
12374312,3509,-2.54164,-0.511125,3.5,-1
12374312,3509,-2.38892,-0.358875,3.5,-1
12374445,3539,1.02538,0.054375,3.5,1
12374445,3540,1.18901,0,3,1
12374445,3541,-3.11978,0.10875,3,-1
12379525,3509,1.06901,0.511125,3,-1
12379525,3511,-2.1053,0.685125,3.5,1
12381062,3550,1.74533,-0.424125,3.5,1
12381768,3473,0.90539,-0.315375,10,1
12381768,3475,3.13068,0,139.5,1
12383528,3525,1.88714,-0.358875,3.5,1
12386941,3518,1.79987,0.76125,3,1
12387617,3513,1.7017,-0.10875,6.5,1
12387617,3514,1.69079,-0.163125,11,-1
12390192,3472,0.0763582,0.163125,3.5,-1
12394779,3524,1.13446,-0.467625,3.5,-1
12394779,3526,-1.65806,0.793875,3.5,1
12396347,3513,0.916298,0.511125,3,1
12397782,3518,2.46528,-0.358875,7.5,1
12397782,3519,2.47619,-0.511125,21.5,1
12397782,3520,-1.10174,-0.641625,30.5,-1
12398080,3510,1.16719,0.685125,4,-1
12398204,3536,0.545415,0,7,1
12400306,3545,1.46171,-0.511125,34.5,1
12403532,3538,-2.61799,0.84825,24.5,1
12407454,3465,0.970839,0,3.5,-1
12407454,3466,0.829031,0,3,-1
12411609,3523,2.82525,-0.358875,7,1
12411609,3525,-0.785398,-0.76125,10,-1
12412003,3490,1.73442,-0.3915,7.5,1
12412003,3492,-0.621774,-0.467625,7.5,-1
12413889,3490,-0.981748,0.609,3.5,-1
12415901,3531,-1.93077,-0.685125,12,-1
12425121,3524,2.74889,0.358875,3.5,1
12426861,3521,1.85441,0.511125,6.5,-1
12430025,3465,2.21439,0,3,1
12430260,3491,-2.63981,-0.685125,4.5,-1
12433542,3506,-1.46171,-0.76125,4.5,1
12435088,3483,1.22173,-0.054375,3,-1
12435303,3533,-1.49444,0.358875,16,1
12441736,3517,-0.523599,-0.511125,3,1
12447585,3495,2.12712,0.10875,10,1
12447595,3550,1.27627,-0.358875,6,-1
12449385,3452,-2.83616,-0.511125,7,-1
12451906,3518,-1.33081,-0.685125,139.5,-1
12455063,3536,1.38535,-0.80475,15.5,1
12459791,3463,1.35263,-0.511125,2.5,-1
12464737,3467,1.29809,-0.685125,3.5,-1
12466789,3512,-0.381791,0.511125,3,1
12466789,3512,-0.501782,0.358875,3.5,1
12467285,3507,-2.71617,-0.424125,3.5,-1
12470832,3478,1.53807,-0.28275,3.5,1
12476328,3539,1.66897,-0.358875,7.5,1
12479681,3534,-2.8907,-0.80475,3.5,-1
12488260,3505,-1.05811,-0.76125,9.5,-1
12489467,3446,1.76715,0,4,1
12498272,3491,2.57436,-0.511125,3.5,1
12498272,3492,-1.47262,-0.511125,3,-1
12498787,3541,-2.94524,0.261,4,-1
12498787,3542,-3.0216,-0.163125,3.5,-1
12501224,3517,2.0944,-0.511125,3,1
12501408,3467,1.35263,0.511125,8,-1
12503790,3501,-0.70904,0.685125,3.5,1
12507339,3501,1.38535,-0.424125,3.5,-1
12507339,3502,-2.27984,-0.511125,4.5,1
12507339,3503,-2.27984,-0.511125,2.5,1
12508252,3552,-1.62534,0.80475,3.5,1
12516886,3544,1.46171,-0.424125,3.5,-1
12516886,3546,-1.8326,-0.80475,3.5,1
12519275,3540,2.06167,-0.685125,21.5,-1
12520737,3546,1.41808,-0.76125,6.5,-1
12521780,3484,-1.39626,-0.685125,5,1
12523029,3484,1.24355,-0.511125,4.5,-1
12524828,3521,2.12712,-0.80475,9,1
12524973,3503,-2.73799,-0.685125,8,1
12525786,3547,0.479966,-0.554625,5.5,1
12525786,3548,0.51269,-0.554625,7.5,1
12525786,3549,-2.72708,0.685125,8,-1
12526805,3445,-1.7126,0.3915,13,-1
12527366,3459,1.48353,0.76125,4.5,1
12529596,3483,1.9635,0,3.5,1
12529596,3485,-1.40717,0.80475,3.5,-1
12532295,3468,-1.14537,-0.467625,3,1
12534633,3527,-0.894481,0.609,5,-1
12535883,3524,2.00713,-0.80475,3.5,1
12543556,3550,1.64715,0.511125,11,1
12546693,3540,0.949023,-0.36975,3.5,-1
12548489,3524,-2.51982,-0.80475,3.5,-1
12550998,3526,1.60352,-0.685125,8.5,-1
12551220,3541,1.19991,-0.76125,10,1
12551307,3553,1.39626,-0.261,4.5,-1
12551307,3554,1.39626,-0.261,4.5,-1
12551307,3555,1.39626,-0.261,4.5,-1
12557367,3447,-0.392699,-0.511125,3,1
12557367,3447,-0.556324,-0.358875,3.5,1
12559461,3499,1.61443,0.76125,8.5,1
12560322,3529,-1.03629,-0.641625,3,-1
12561259,3548,1.76715,-0.685125,4,1
12566716,3499,1.06901,0,4,-1
12566716,3500,0.992656,0,4.5,-1
12566716,3501,-1.34172,-0.315375,4,1
12573167,3490,1.9744,0,3,1
12573167,3491,-2.59618,0.45675,4,-1
12573442,3488,-2.00713,0.511125,6.5,1
12583508,3548,2.68344,0,3.5,1
12583508,3549,-1.15628,0.10875,3.5,-1
12583797,3542,2.12712,0.3915,39.5,-1
12584088,3487,-2.27984,0.80475,3.5,-1
12588201,3483,1.02538,-0.358875,21.5,1
12588201,3484,1.03629,-0.36975,11,1
12590675,3471,-1.36354,-0.685125,5.5,1
12590973,3514,1.4399,0.685125,5,-1
12596627,3491,1.4508,0,9,-1
12601128,3488,1.4399,0.80475,4,1
12605986,3530,2.21439,-0.76125,5.5,1
12605986,3531,-1.22173,-0.424125,5.5,-1
12605986,3532,-1.22173,-0.3915,4,-1
12608918,3509,0.436332,0.511125,8,-1
12608918,3510,-2.31256,0.3915,3,1
12609839,3460,0.992656,-0.685125,3.5,-1
12610692,3490,-2.56345,0,21,-1
12613688,3504,2.01804,0.76125,3.5,1
12613688,3506,-1.52716,0.424125,3.5,-1
12617707,3449,2.03985,0.80475,3.5,-1
12626321,3542,2.01804,-0.685125,3.5,1
12628700,3447,-1.61443,-0.80475,3.5,-1
12636833,3510,1.26536,-0.358875,4.5,-1
12637016,3500,1.51625,0.424125,22,-1
12639111,3493,1.64715,-0.685125,19,1
12647388,3466,2.03985,-0.358875,3.5,1
12647388,3467,2.1053,-0.511125,16,1
12648407,3476,0.752673,0.41325,4.5,-1
12648407,3478,-2.1053,-0.228375,4.5,1
12651816,3453,0.77449,-0.424125,6.5,-1
12652237,3479,1.59261,-0.511125,139.5,-1
12667101,3456,2.53073,-0.424125,15.5,1
12667101,3457,2.53073,-0.511125,20,1
12667800,3552,1.0472,-0.80475,3.5,1
12668746,3476,2.01804,-0.511125,4,1
12669235,3490,1.82169,-0.358875,7,1
12669235,3526,-2.19257,0.358875,3.5,-1
12670580,3481,-1.90895,-0.80475,6.5,-1
12671091,3501,-0.785398,0,7,-1
12672257,3525,-1.16719,-0.641625,3.5,1
12674424,3491,1.46171,-0.358875,7,1
12677877,3473,3.06523,0.76125,3.5,1
12677877,3475,-1.18901,-0.23925,3.5,-1
12681715,3467,0.632682,-0.424125,3.5,-1
12682353,3499,1.78896,-0.685125,4.5,1
12685661,3511,2.13803,0,17,1
12686076,3536,2.78162,0,3.5,-1
12687736,3483,1.72351,0,5,-1
12688578,3463,2.20348,-0.511125,3,1
12690431,3482,-3.03251,-0.685125,3.5,-1
12691301,3512,1.53807,-0.511125,4,1
12691301,3513,-2.70526,0,5.5,-1
12691339,3528,1.33081,0.76125,3,-1
12691343,3485,-1.25446,0.23925,3.5,-1
12692745,3487,1.49444,0.3915,19,-1
12695293,3453,2.02895,-0.511125,5,1
12700250,3550,1.49444,-0.424125,5.5,-1
12700250,3552,2.8907,-0.511125,3,1
12701499,3454,1.59261,0.315375,3.5,-1
12701499,3456,-0.861757,-0.45675,3.5,1
12704283,3531,1.37445,-0.358875,7,-1
12704283,3532,1.35263,-0.511125,9,-1
12705862,3548,1.7017,-0.685125,4.5,1
12710463,3540,2.0944,0,3.5,1
12712755,3526,0.19635,-0.163125,7.5,-1
12716134,3519,1.77805,0.467625,18,-1
12716561,3464,-2.26893,0,139.5,-1
12716561,3464,-2.24711,0.511125,13.5,1
12719542,3548,1.41808,0.424125,18,-1
12719542,3549,-0.981748,0.609,89,1
12723549,3446,-0.872665,-0.76125,3.5,1
12728614,3449,2.50891,0.80475,7,-1
12742936,3524,2.19257,0,3.5,1
12742936,3525,-1.49444,0.76125,3.5,-1
12747059,3538,1.9744,-0.358875,3.5,1
12748733,3546,1.77805,-0.685125,5,1
12751096,3486,-1.64715,0,3,1
12751562,3452,1.7126,0,3.5,-1
12752784,3550,1.49444,0.685125,5,1
12758118,3485,1.7017,-0.511125,17,-1
12766643,3511,1.74533,0.424125,32.5,1
12771716,3508,1.15628,-0.511125,3,-1
12772098,3544,0.90539,-0.206625,3.5,-1
12772158,3529,2.26893,0.532875,7.5,1
12772158,3530,2.24711,0.28275,3.5,-1
12772609,3456,1.55989,-0.80475,58.5,1
12775412,3540,2.21439,-0.80475,17,1
12775412,3541,-1.9744,0.23925,13.5,-1
12775795,3471,1.29809,0,3.5,1
12775795,3472,-1.99622,-0.80475,11.5,1
12775864,3511,0.872665,0.511125,3.5,-1
12775864,3512,-1.52716,0,3.5,1
12775864,3512,-1.63625,0,3.5,1
12779911,3510,1.23264,0.511125,3.5,-1
12779911,3511,-0.959931,0.315375,3.5,1
12781003,3522,-1.8435,-0.511125,29.5,-1
12781003,3522,-1.8326,-0.358875,7.5,-1
12781808,3479,1.74533,0,3.5,-1
12781808,3480,-0.676315,-0.511125,3.5,1
12784169,3483,1.53807,0.467625,7.5,-1
12784169,3484,3.13068,0.80475,4.5,1
12784363,3536,1.53807,0.358875,16,1
12786040,3507,0.305433,0,3.5,-1
12786040,3508,-1.66897,-0.685125,3.5,1
12787422,3459,1.5817,-0.80475,17.5,1
12789208,3469,1.35263,-0.80475,3.5,-1
12792022,3542,1.99622,0,2.5,1
12797393,3467,-2.33438,-0.511125,3.5,-1
12797393,3467,-2.21439,-0.358875,3.5,-1
12802649,3520,-2.6289,-0.511125,2.5,-1
12802823,3445,-3.07614,-0.80475,4.5,1
12807799,3541,1.81078,-0.685125,4.5,1
12812859,3511,-2.87979,-0.511125,3,-1
12812859,3511,-2.77071,-0.358875,3.5,-1
12816296,3539,0.883573,0.685125,4.5,-1
12817100,3455,1.28718,-0.358875,5.5,-1
12818846,3462,1.89805,0.76125,8.5,1
12819223,3538,1.49444,-0.424125,16,-1
12819223,3539,-1.05811,0,6,1
12820700,3529,-0.534507,0,3.5,1
12822943,3504,-2.13803,-0.80475,3.5,-1
12822991,3505,1.42899,0,3,1
12822991,3506,-2.56345,-0.750375,3.5,-1
12823160,3468,1.5817,-0.76125,28.5,-1
12823989,3461,1.41808,-0.685125,5,-1
12825523,3469,1.76715,-0.76125,139.5,-1
12826036,3505,2.01804,-0.685125,5.5,1
12826132,3478,-2.66163,0,3,-1
12826132,3478,-2.54164,0.206625,3.5,-1
12829530,3487,2.26893,0,3.5,1
12832469,3491,2.12712,-0.532875,5.5,1
12834882,3499,1.9635,0.685125,3.5,1
12837402,3477,-1.95259,0.511125,8.5,1
12840282,3503,2.27984,-0.685125,3.5,1
12841662,3550,1.7017,-0.685125,3.5,-1
12841662,3552,-0.861757,-0.80475,3.5,1
12845491,3537,0.785398,0.511125,6,-1
12845491,3538,-2.67254,0.467625,4.5,1
12848696,3510,-1.38536,-0.511125,3.5,1
12848696,3510,-1.50535,-0.358875,3.5,1
12849357,3500,-1.90895,0.511125,4.5,-1
12854157,3450,1.18901,0,4,-1
12854157,3451,-1.34172,-0.467625,3.5,1
12855612,3519,1.65806,0.685125,10,1
12859352,3455,-2.30165,0,4.5,-1
12861152,3516,1.75624,-0.358875,6.5,1
12861716,3498,0.665407,0.467625,7.5,-1
12861716,3499,-2.78162,0.80475,6,1
12862292,3515,1.4399,-0.315375,4.5,-1
12863137,3449,-0.021817,-0.685125,3.5,1
12865975,3515,1.00356,0.76125,7.5,-1
12867637,3482,1.62534,-0.685125,8.5,-1
12871898,3464,1.28718,0,93.5,1
12871898,3466,-1.91986,0.358875,139.5,1
12871898,3467,-1.90895,0.511125,125,1
12873432,3513,0.949023,-0.511125,25.5,1
12873432,3515,2.74889,-0.511125,20,1
12876255,3459,-1.41808,-0.80475,8.5,1
12883058,3544,1.22173,0.80475,3.5,-1
12883058,3546,-1.61443,0.80475,3.5,1
12883138,3485,1.53807,0,3.5,1
12883138,3486,1.53807,0,3.5,1
12883336,3496,0.916298,-0.23925,3.5,1
12885652,3457,-1.33081,0.80475,21,-1
12889123,3507,-1.75624,0,69.5,1
12890584,3521,0.83994,-0.532875,3.5,1
12891364,3527,-2.73799,-0.358875,3.5,-1
12891656,3496,1.41808,-0.358875,5.5,-1
12892490,3460,1.93077,0.054375,8,1
12892490,3461,1.98531,0.076125,2.5,1
12893680,3479,2.48709,-0.84825,5,1
12893680,3481,-0.676315,-0.3915,4.5,-1
12895505,3512,1.40717,0.685125,3.5,-1
12900381,3505,2.08349,0.467625,4,1
12900381,3506,-1.52716,0.424125,6,-1
12901651,3534,1.05811,-0.424125,3.5,-1
12904031,3450,-0.0545419,0.424125,3.5,-1
12906911,3449,2.02895,0,4,-1
12906911,3450,-0.414516,0.424125,3.5,1
12907938,3525,-1.41808,-0.23925,12.5,1
12910555,3462,1.52716,-0.10875,5.5,-1
12910555,3463,1.50535,0,12,-1
12912142,3521,1.64715,-0.80475,4.5,1
12919968,3478,1.9744,0,3.5,1
12923941,3454,1.25446,0.685125,7,1
12938310,3524,1.63625,-0.80475,18,-1
12938571,3533,1.14537,0.511125,3,1
12938571,3535,-2.65072,0,3.5,-1
12941638,3546,-1.75624,-0.80475,7,-1
12942329,3520,1.47262,-0.424125,3.5,-1
12944674,3494,-0.610865,0,8,1
12944911,3533,0.436332,0,3.5,-1
12945857,3476,-1.62534,0,7,1
12947739,3459,1.26536,-0.358875,3.5,-1
12951300,3551,1.4399,-0.424125,3.5,-1
12952031,3459,1.00356,0,16.5,-1
12952139,3551,1.55989,-0.261,4,-1
12953155,3480,-3.13068,0,8.5,1
12955857,3534,-1.72351,-0.511125,4,1
12957883,3484,-1.87623,0,5.5,-1
12958864,3465,0.523599,0.511125,3,-1
12959939,3497,-1.45081,0.532875,3.5,1
12962084,3490,0.665407,0.685125,7,-1
12962084,3491,0.64359,0.80475,16,-1
12962661,3509,1.66897,0,8,1
12962661,3510,-1.85441,0.163125,5.5,-1
12964820,3466,-1.24355,0.609,4,1
12964820,3466,-1.34172,0.685125,4,1
12966074,3488,1.41808,-0.80475,5,1
12967430,3460,-2.72708,0,3.5,-1
12969924,3450,-1.42899,0.80475,3.5,-1
12970260,3517,-1.85441,-0.685125,6,1
12972746,3551,1.7126,0.685125,4,1
12973682,3461,1.19991,-0.76125,3.5,1
12974401,3542,-1.50535,-0.511125,3.5,1
12977659,3463,0.77449,-0.424125,16.5,-1
12979535,3473,1.39626,0.685125,4,-1
12988100,3545,1.69079,0,86.5,-1
12988100,3546,1.69079,0,20.5,-1
12988100,3547,-2.11621,0.424125,19.5,1
12993160,3537,1.54898,-0.80475,3.5,-1
12994364,3445,-2.15985,0.80475,6.5,-1
12995000,3517,1.38535,-0.76125,3.5,-1
13000258,3447,0.57814,0.358875,3.5,-1
13000258,3448,0.469057,0,3,-1
13000644,3480,1.19991,-0.424125,3.5,-1
13000916,3553,1.01447,0.358875,11,-1
13000916,3554,1.01447,0.358875,11,-1
13000916,3555,1.01447,0.358875,11,-1
13003337,3468,-2.60709,-0.80475,8,-1
13004262,3537,-2.498,0.424125,7.5,-1
13004636,3508,-2.46528,-0.358875,6.5,-1
13005109,3466,1.63625,0,2.5,-1
13010643,3457,1.49444,-0.76125,10.5,-1
13011543,3447,1.61443,0.80475,3.5,-1
13014653,3533,1.60352,0.358875,139.5,1
13014653,3534,1.60352,0.467625,48,-1
13014653,3535,-2.20348,0.80475,96.5,-1
13016521,3519,0.414516,0.641625,3.5,-1
13016872,3482,2.69435,0,4,1
13018067,3496,1.41808,-0.76125,3.5,-1
13018077,3531,2.15984,-0.76125,8.5,-1
13021834,3552,1.27627,0.532875,86.5,-1
13038724,3502,1.69079,-0.685125,9.5,1
13039236,3542,1.76715,-0.358875,3.5,1
13039337,3448,-0.479966,-0.511125,4.5,1
13042956,3477,-2.29074,-0.358875,5,1
13042956,3478,-2.25802,-0.609,9,1
13043766,3471,-1.37445,0.228375,4.5,-1
13046387,3468,1.66897,-0.80475,3.5,1
13050080,3540,2.12712,-0.511125,17,-1
13050080,3541,-0.665407,0.54375,21.5,1
13051345,3552,0.632682,0,4,1
13051345,3553,-2.96706,0.511125,4,-1
13051345,3554,-2.96706,0.511125,4,-1
13051345,3555,-2.96706,0.511125,4,-1
13052837,3475,1.50535,-0.685125,3.5,-1
13052837,3478,-1.24355,0.609,3,1
13055905,3468,1.35263,-0.511125,7.5,1
13060445,3453,1.78896,-0.358875,3.5,1
13062912,3549,1.28718,-0.685125,3.5,-1
13065058,3470,1.309,0.358875,72,-1
13066235,3500,-2.32347,0.424125,3.5,-1
13066241,3470,1.41808,-0.424125,3.5,-1
13067866,3475,2.14894,-0.554625,8,-1
13067866,3477,-0.818123,0.641625,9.5,1
13068742,3527,1.49444,0.467625,4.5,-1
