orbit,bx,phi,eta,pt,charge
13069645,3484,-1.14537,-0.358875,7,1
13069959,3536,1.99622,0,9.5,-1
13070283,3465,1.10174,-0.80475,3.5,-1
13071414,3518,-1.62534,-0.315375,3.5,1
13075801,3494,-2.07258,-0.358875,3.5,-1
13076496,3544,1.47262,-0.685125,4.5,-1
13076893,3493,-1.4399,-0.80475,3.5,-1
13078601,3543,2.86888,0,3.5,-1
13082067,3462,-2.45437,0,3.5,-1
13083199,3460,0.676315,0,3,-1
13084232,3524,1.91986,-0.184875,3,1
13084232,3526,-0.970839,0.184875,9,-1
13087793,3499,1.9744,0,37.5,1
13088581,3528,1.15628,-0.358875,3.5,1
13088581,3529,-2.96706,-0.685125,3.5,-1
13089254,3517,1.37445,0,3,-1
13090459,3492,-1.24355,-0.80475,3.5,-1
13092055,3512,-1.52716,0,7.5,1
13093933,3522,1.23264,0,3.5,-1
13093933,3523,-0.970839,0.54375,3.5,1
13097706,3502,1.61443,0,69,-1
13100437,3485,1.7017,-0.424125,6,-1
13100809,3508,1.48353,0.685125,3.5,-1
13100809,3509,-1.02538,-0.80475,12.5,1
13102580,3530,-1.87623,0,7,-1
13103279,3498,1.29809,0.685125,4.5,-1
13104105,3463,1.99622,-0.80475,3.5,1
13104105,3465,-1.63625,-0.80475,3.5,-1
13105479,3471,2.61799,-0.358875,4,1
13105479,3472,2.70526,-0.511125,4,1
13109339,3447,-2.47619,-0.358875,4,1
13111752,3511,1.37445,-0.80475,3.5,-1
13111752,3512,-0.70904,-0.511125,5.5,1
13112391,3480,1.02538,-0.76125,3.5,-1
13113458,3521,1.16719,0,3.5,-1
13113522,3464,2.26893,-0.511125,23,-1
13113522,3464,2.25802,-0.358875,14,1
13113749,3530,1.46171,0.23925,47,-1
13116228,3450,2.18166,0,4,-1
13116228,3452,-0.883573,0.6525,6,1
13120352,3456,1.89805,-0.358875,4.5,1
13122952,3510,-1.22173,-0.76125,6.5,1
13128890,3476,-1.60352,0,2.5,-1
13136921,3511,1.26536,-0.685125,3.5,-1
13136966,3451,1.33081,-0.685125,3.5,-1
13137287,3480,2.19257,-0.576375,3,1
13137287,3481,-1.66897,0.358875,3.5,-1
13138788,3452,-2.27984,0.80475,3.5,-1
13141965,3449,1.75624,0.511125,14,1
13142909,3510,-2.30165,0.424125,3.5,1
13144107,3510,2.65072,0.358875,3.5,1
13148277,3497,1.41808,-0.511125,6.5,1
13148277,3497,1.42899,-0.358875,5,-1
13148553,3489,0.57814,0.511125,4.5,1
13148553,3490,-3.01069,0.184875,3.5,-1
13151876,3514,1.64715,-0.80475,3.5,1
13153582,3510,0.741765,0.511125,4.5,-1
13153582,3511,0.719948,0.511125,56.5,-1
13154140,3535,1.11265,-0.358875,3.5,-1
13154140,3537,-2.07258,-0.685125,3.5,1
13157084,3490,1.99622,0.45675,7,1
13157084,3491,-1.18901,-0.554625,5.5,-1
13158734,3508,-2.47619,-0.163125,3.5,1
13159961,3528,1.75624,-0.358875,5,1
13159961,3529,1.75624,-0.511125,3.5,-1
13163090,3501,1.66897,-0.3915,3.5,-1
13170410,3525,-1.93077,0,3.5,-1
13173356,3507,3.03251,0.206625,3.5,-1
13176390,3467,1.61443,-0.80475,130.5,-1
13177816,3467,0.959931,-0.685125,3.5,-1
13190723,3472,1.51625,0.80475,5.5,-1
13190723,3474,-1.37445,0.467625,6.5,1
13191424,3476,-0.512691,-0.511125,3,1
13192250,3476,1.65806,-0.10875,139.5,1
13192250,3477,1.64715,-0.10875,75,-1
13192250,3478,-1.7017,0.228375,48,1
13195978,3514,1.16719,-0.41325,3.5,-1
13195978,3515,1.01447,-0.511125,3,-1
13195978,3515,-0.621774,0,3,1
13195978,3516,-0.599957,0,3,1
13201623,3539,2.17075,0.80475,139.5,-1
13202220,3452,-1.62534,0,7.5,1
13203124,3462,1.42899,-0.467625,56.5,1
13205922,3472,-1.16719,0.80475,3.5,-1
13210680,3491,0.796306,0,3.5,-1
13210680,3493,-1.95259,-0.511125,4.5,1
13214951,3526,-2.45437,0.467625,8.5,-1
13215597,3490,1.11265,0,4.5,-1
13215597,3491,1.06901,0,7,-1
13218816,3521,-2.3671,0.685125,4.5,1
13220968,3536,2.65072,0,21.5,-1
13224643,3497,0.949023,0.76125,9,1
13228129,3486,1.74533,-0.358875,5,1
13228129,3488,-0.436333,0,10.5,-1
13228856,3531,1.07992,-0.511125,3,-1
13231160,3544,2.1053,0.424125,6,1
13232761,3504,-2.21439,-0.424125,3.5,1
13237454,3538,-1.48353,-0.685125,3.5,1
13238159,3477,1.94168,-0.424125,15,-1
13243242,3461,0.490874,0.511125,3,-1
13245434,3539,2.06167,-0.358875,5,1
13245434,3540,2.08349,-0.511125,6.5,1
13245434,3541,-1.25446,-0.80475,6,-1
13246708,3530,0.916298,-0.685125,3.5,-1
13247809,3465,-0.949023,0.80475,7.5,-1
13247878,3551,1.4508,0,3.5,-1
13251543,3488,-2.55254,-0.80475,3.5,-1
13252800,3501,2.24711,-0.511125,3,1
13253414,3530,2.25802,0.467625,4,1
13253611,3530,1.50535,-0.685125,72,-1
13255647,3467,-1.41808,0,6,-1
13257941,3484,1.78896,-0.358875,3.5,1
13260987,3490,-2.83616,0.424125,3.5,-1
13265251,3455,1.23264,-0.80475,3.5,-1
13266014,3510,-0.916298,0,12,1
13271978,3542,1.46171,-0.424125,3.5,-1
13275648,3476,-1.62534,-0.23925,8,1
13276685,3464,0.970839,-0.80475,7,-1
13276685,3465,-2.38892,-0.424125,5,1
13276685,3466,-2.37801,-0.467625,5.5,1
13277645,3477,1.5817,-0.467625,5.5,1
13279718,3552,0.872665,-0.685125,6.5,-1
13283087,3537,1.34172,-0.511125,2.5,-1
13283647,3513,2.00713,-0.685125,3.5,1
13288537,3529,2.1053,0.358875,3.5,1
13290819,3461,0.370882,-0.685125,4.5,-1
13292067,3467,1.93077,0,5,-1
13292067,3469,-0.850848,0,5.5,1
13293769,3488,-1.73442,-0.80475,3.5,-1
13296369,3471,-2.73799,0.424125,3.5,-1
13297848,3474,1.77805,-0.685125,4.5,1
13299250,3547,-1.8326,0.685125,4,-1
13302200,3456,1.64715,-0.685125,6.5,1
13302764,3507,1.23264,0.358875,3.5,-1
13305053,3521,1.86532,-0.685125,3.5,1
13308604,3534,1.89805,-0.76125,5.5,1
13308946,3461,-2.01804,-0.80475,3.5,-1
13312242,3545,1.72351,0.609,7,1
13312242,3546,1.73442,0.609,12.5,1
13312242,3547,-2.03985,-0.685125,5.5,-1
13313040,3465,1.86532,0.3915,24.5,1
13313040,3467,-1.4399,0.424125,41.5,-1
13313977,3522,-2.71617,-0.685125,3.5,-1
13313989,3542,1.79987,0,3.5,1
13314668,3528,0.676315,0,3.5,-1
13315194,3496,-1.29809,-0.511125,122.5,-1
13315670,3455,-1.7017,-0.80475,50.5,-1
13320276,3553,0.64359,0.358875,4,-1
13320276,3554,0.64359,0.358875,4,-1
13320276,3555,0.64359,0.358875,4,-1
13320467,3531,1.75624,0.358875,6.5,1
13323462,3517,-0.207258,0.80475,3.5,-1
13325323,3524,-1.40717,-0.76125,3.5,1
13338929,3455,-1.5708,-0.76125,3.5,-1
13340760,3478,-0.818123,0.315375,18,1
13342829,3454,1.50535,-0.261,4.5,-1
13344375,3495,1.86532,-0.511125,3,1
13346512,3467,-1.49444,-0.80475,37.5,1
13347692,3458,0.850848,-0.80475,3.5,-1
13348544,3499,-0.0763581,-0.358875,3.5,1
13348702,3521,-1.7126,-0.424125,13,1
13352307,3491,2.31256,0.685125,3.5,1
13352307,3493,-1.5817,0,3.5,-1
13352932,3496,1.11265,0,12.5,-1
13352932,3497,1.11265,0,16.5,-1
13352932,3498,-1.5708,-0.511125,16.5,1
13352932,3498,-1.59261,-0.358875,5.5,1
13354650,3455,-1.11265,-0.76125,3.5,1
13356879,3486,2.14894,0.76125,3.5,1
13358266,3503,1.62534,-0.76125,3,-1
13358266,3504,-1.24355,-0.76125,3,1
13358287,3447,2.08349,-0.163125,3,1
13358599,3454,1.00356,0.358875,4,-1
13363279,3521,1.76715,-0.80475,3.5,1
13363586,3530,1.21082,-0.80475,3.5,-1
13368838,3518,1.73442,-0.685125,5,1
13368838,3520,-2.498,0,4.5,-1
13371591,3513,-1.16719,0.80475,3.5,-1
13373888,3526,1.42899,-0.80475,3.5,-1
13374423,3503,1.7017,-0.3915,5.5,-1
13379471,3521,1.33081,0.435,2.5,-1
13379471,3523,-2.03985,-0.315375,3.5,1
13382331,3510,1.06901,0.358875,4,1
13383137,3524,1.79987,0.358875,3.5,1
13386615,3498,-1.15628,-0.80475,3.5,1
13390651,3541,1.53807,-0.685125,7,1
13399865,3464,1.15628,-0.685125,5.5,-1
13401458,3459,1.74533,0.685125,5,1
13401458,3461,-1.64715,0.80475,5.5,-1
13402674,3527,1.09083,-0.163125,4,1
13402674,3528,-2.67254,0,3.5,-1
13404244,3551,-1.40717,0.80475,18,1
13405645,3467,1.22173,-0.076125,4.5,-1
13414218,3549,2.05076,-0.80475,10,-1
13415935,3471,2.55254,0,10,1
13415935,3471,2.51982,0,4.5,1
13415935,3472,2.55254,0,11,1
13415935,3473,-2.08349,0.511125,11.5,1
13418533,3532,1.74533,-0.685125,3.5,1
13420390,3498,-1.14537,0,3.5,-1
13421110,3543,1.76715,0.685125,4,1
13427046,3451,-1.5817,0.424125,3.5,-1
13433568,3549,1.54898,-0.358875,5.5,1
13433568,3550,1.5708,-0.511125,9,1
13433568,3551,-2.21439,0,7.5,-1
13434658,3520,1.46171,-0.3915,23,-1
13437524,3452,-1.21082,0.435,11,1
13444412,3536,1.60352,-0.685125,9,1
13448520,3456,-0.927206,-0.358875,3.5,1
13450334,3540,1.49444,0.358875,5,1
13450566,3449,-1.09083,0.609,4.5,-1
13451919,3488,1.01447,0.3915,14,-1
13451919,3490,-2.18166,0.424125,16,1
13452172,3472,0.872665,0,2.5,-1
13452199,3477,1.60352,-0.424125,3.5,-1
13453471,3485,2.1053,0.467625,2.5,1
13453471,3487,-1.01447,-0.80475,3.5,-1
13453641,3499,1.55989,-0.3915,3,1
13453641,3500,1.55989,-0.467625,5.5,1
13457341,3453,-1.81078,-0.685125,3.5,-1
13457429,3529,1.7126,-0.511125,5.5,1
13459510,3525,1.95259,-0.80475,3.5,1
13459510,3527,-2.30165,-0.80475,3.5,-1
13462071,3466,1.23264,-0.80475,7.5,1
13465068,3460,1.41808,-0.511125,3,-1
13465068,3461,-0.981748,-0.641625,3.5,1
13470501,3519,0.83994,-0.685125,4,1
13470501,3521,-2.71617,-0.80475,3.5,-1
13474007,3538,1.25446,0.6525,4.5,1
13476277,3528,1.75624,0,4.5,1
13477947,3458,1.77805,-0.685125,6,-1
13481691,3471,2.21439,0.358875,3.5,1
13481764,3486,1.74533,0.685125,3.5,1
13481764,3487,-2.38892,0.685125,3.5,-1
13486067,3536,1.29809,-0.36975,4,-1
13486732,3539,1.52716,0,6,-1
13486732,3540,1.52716,0,29.5,1
13486930,3506,1.93077,-0.511125,3,1
13492663,3465,2.15984,-0.23925,4,1
13492663,3466,2.12712,0,3.5,1
13492663,3467,-2.57436,0.511125,3,-1
13492810,3481,1.65806,-0.76125,96.5,1
13492810,3482,-3.04342,-0.80475,21.5,-1
13493909,3517,1.91986,0,15,1
13493909,3519,-0.370883,0.619875,16,-1
13496140,3533,-2.39983,0.358875,4,1
13499030,3483,1.41808,0,3.5,-1
13499100,3542,0.872665,0,4.5,-1
13499100,3543,0.829031,0,6.5,-1
13499100,3544,-1.85441,0.054375,5,1
13508582,3483,0.916298,0.424125,3.5,-1
13509280,3525,-0.338157,-0.80475,31,1
13510626,3507,2.71617,0.358875,3.5,1
13511638,3467,-2.68344,-0.511125,22,1
13511638,3467,-2.67254,-0.358875,4.5,-1
13517535,3501,1.52716,0.80475,3.5,1
13519742,3462,0.959931,-0.80475,3.5,-1
13520218,3526,2.3671,0.511125,17.5,1
13520639,3510,1.16719,-0.80475,12,-1
13522399,3508,1.309,-0.10875,3.5,-1
13522399,3509,-1.11265,-0.10875,3.5,1
13522909,3493,1.14537,-0.1305,4,-1
13531260,3550,-1.60352,-0.685125,4,1
13532139,3527,1.13446,0,3.5,1
13532139,3528,-2.09439,-0.76125,5.5,-1
13541510,3541,1.82169,0.511125,18,-1
13541510,3541,1.82169,0.358875,10,-1
13541510,3543,-1.27627,0,19.5,1
13545519,3507,-1.19991,0,7.5,1
13546370,3461,1.87623,0.358875,3.5,1
13549803,3503,-3.03251,-0.511125,3.5,-1
13549893,3517,1.10174,-0.358875,3.5,-1
13554391,3487,-1.02538,-0.467625,3.5,1
13554391,3488,-1.01447,-0.467625,3.5,1
13556850,3518,-0.949023,0,3.5,1
13557779,3543,1.75624,-0.467625,3.5,1
13559898,3469,1.41808,-0.358875,108,1
13559962,3499,-1.48353,-0.424125,21.5,1
13560425,3526,1.49444,0.467625,11.5,-1
13560425,3528,-1.54898,0,10,1
13563714,3517,1.5708,0.511125,12,1
13563714,3519,-1.55989,0.424125,9.5,-1
13571409,3464,1.62534,0.467625,4,1
13571409,3465,-2.44346,0.424125,3.5,-1
13573863,3501,-1.76715,-0.685125,5.5,1
13573863,3503,-1.73442,-0.80475,5,1
13574377,3455,1.98531,0,4.5,1
13586277,3477,-1.48353,-0.511125,50.5,-1
13588386,3529,1.98531,-0.380625,3.5,1
13593573,3498,2.58527,0,8,1
13593573,3499,-1.0472,-0.358875,5,-1
13593573,3500,-1.06901,-0.641625,12.5,-1
13596398,3451,1.7017,-0.3915,3.5,1
13596910,3518,1.4399,0,4,1
13596910,3519,-2.87979,-0.424125,3.5,-1
13597761,3488,-1.31991,0.511125,9,1
13598450,3520,1.90895,0.84825,5,-1
13598450,3522,-0.883573,-0.84825,6,1
13598844,3494,-2.22529,0.80475,3.5,-1
13600309,3502,0.959931,0,5.5,-1
13600309,3503,-2.14894,0,4.5,1
13600785,3510,-1.37445,-0.80475,4.5,-1
13602996,3522,1.66897,-0.685125,3.5,1
13603398,3520,-2.34529,-0.511125,3.5,-1
13603927,3466,-0.272708,0,3.5,-1
13607713,3543,-0.0327252,0,4,1
13610888,3499,2.13803,0,3.5,1
13610888,3500,2.27984,0.10875,3,1
13612481,3452,-1.1781,0,32.5,1
13615076,3476,-2.37801,0.358875,4.5,1
13616504,3506,2.32347,0.685125,4.5,1
13616504,3508,-1.25446,0,3.5,-1
13623057,3552,2.02895,-0.76125,5,-1
13624909,3467,1.73442,-0.685125,7,1
13624909,3469,-2.56345,-0.511125,32,1
13624909,3469,-2.55254,-0.358875,5,-1
13624988,3543,1.07992,0.184875,10,-1
13624988,3545,-0.796306,-0.358875,4.5,1
13625214,3468,0.883573,-0.685125,3.5,-1
13626162,3530,1.12356,-0.511125,8,-1
13626875,3521,1.39626,-0.358875,7.5,-1
13626875,3522,1.40717,-0.511125,9.5,1
13630948,3464,1.54898,0,20.5,-1
13630948,3465,1.54898,0,19,-1
13630948,3466,-2.03985,0.511125,15.5,1
13631070,3529,1.47262,-0.315375,7,-1
13631070,3531,-1.65806,0.45675,10,1
13633884,3500,1.5708,-0.358875,3.5,-1
13634982,3489,-1.34172,0.685125,3.5,-1
13637571,3456,0.0545415,-0.685125,3.5,1
13639345,3529,1.85441,0.511125,4,-1
13642462,3525,1.75624,-0.358875,6.5,1
13644599,3453,1.67988,0.685125,4.5,1
13647307,3476,-1.94168,-0.685125,4,1
13648357,3499,-1.35263,-0.424125,20.5,-1
13648793,3535,1.50535,-0.793875,89,1
13648793,3537,-0.2618,0.76125,10,-1
13649047,3536,1.7017,0.511125,5.5,-1
13649047,3537,-0.785398,0.80475,4,1
13656322,3478,2.08349,0.80475,9,1
13659227,3475,1.53807,0.511125,8,1
13659227,3476,2.59618,0.511125,7,1
13665527,3457,1.7126,-0.685125,4.5,1
13670254,3478,1.4399,-0.424125,3.5,-1
13670254,3478,1.41808,-0.685125,3.5,-1
13670254,3480,-0.938114,0,3.5,1
13670923,3553,2.45437,0.511125,3,1
13670923,3554,2.45437,0.511125,3,1
13670923,3555,2.45437,0.511125,3,1
13671514,3476,1.65806,0,10,-1
13671514,3478,-1.63625,0.76125,14.5,1
13674845,3452,2.22529,0,3,1
13675287,3452,2.2362,0,7,-1
13676615,3547,1.95259,-0.80475,3.5,1
13678950,3545,1.28718,-0.685125,13,1
13681686,3532,2.21439,0.76125,3.5,1
13683221,3548,1.75624,-0.685125,4.5,1
13684868,3466,-1.11265,-0.641625,4,1
13688057,3517,2.06167,-0.511125,3.5,1
13688412,3498,0.992656,0.511125,4,-1
13688412,3499,-0.894481,0.80475,3.5,1
13688974,3533,1.8326,-0.80475,3.5,1
13688974,3534,-2.54164,-0.80475,3.5,-1
13690358,3445,1.4399,-0.358875,4.5,-1
13690358,3447,-0.621774,-0.511125,7.5,1
13692523,3520,1.06901,-0.511125,38,-1
13692523,3521,-1.8326,0,45.5,1
13694659,3518,1.91986,-0.41325,6.5,1
13694659,3520,-0.981748,-0.641625,3.5,1
13694659,3521,-1.85441,0.23925,58,-1
13695523,3458,1.37445,-0.685125,17.5,-1
13695523,3460,-1.62534,-0.76125,24,1
13705718,3532,1.22173,0,10,-1
13705718,3533,1.21082,0,11.5,-1
13705718,3534,-2.93433,0,8.5,1
13710596,3495,1.55989,-0.163125,4.5,1
13711219,3497,1.5817,-0.80475,24,1
13711219,3498,-2.66163,-0.80475,139.5,-1
13712700,3466,-1.5817,0,4.5,1
13715901,3449,1.61443,0.358875,139.5,1
13718890,3452,1.0472,-0.511125,3,-1
13718890,3453,-0.959931,-0.641625,3,1
13724010,3486,1.49444,-0.358875,4.5,1
13724010,3488,1.55989,-0.380625,3.5,1
13725357,3535,-1.63625,0,3,1
13725357,3535,-1.76715,0,3.5,1
13727130,3471,2.34529,-0.728625,5.5,1
13727130,3473,-0.818123,0,5.5,-1
13727214,3460,2.35619,0,3.5,1
13728811,3459,-1.88714,-0.685125,10,-1
13730330,3527,1.69079,-0.424125,3.5,1
13736816,3534,-2.54164,0,4.5,-1
13740430,3526,1.74533,-0.511125,3,1
13742915,3478,-2.31256,0,2.5,-1
13743243,3488,1.48353,-0.685125,5.5,1
13743243,3490,-1.11265,-0.467625,6.5,-1
13746757,3448,-1.8435,-0.685125,4.5,-1
13753359,3527,1.7126,0.685125,4.5,-1
13753409,3486,1.46171,0,86.5,-1
13759360,3468,2.07258,0.511125,3,1
13759546,3485,-0.883573,-0.467625,2.5,1
13764204,3494,0.57814,-0.685125,3.5,-1
13765091,3487,0.818123,0.619875,3,1
13778782,3446,0.992656,0,23,-1
13778782,3447,-1.87623,-0.424125,24.5,1
13780259,3525,1.86532,-0.23925,3.5,-1
13782151,3531,1.54898,-0.80475,8.5,1
13782151,3533,0.163625,-0.80475,7,-1
13782642,3496,2.06167,0.358875,3.5,-1
13782642,3498,-0.359974,0,4,1
13783829,3486,0.567232,-0.358875,3.5,-1
13787525,3445,1.42899,-0.3915,21,1
13787525,3446,1.42899,-0.467625,14.5,1
13787546,3497,0.654498,0.80475,3.5,-1
13789328,3511,1.61443,-0.685125,4.5,1
13789447,3470,2.14894,-0.511125,8.5,1
13794916,3447,1.77805,-0.358875,3.5,-1
13798135,3475,1.13446,0.358875,3.5,-1
13801007,3548,-1.39626,0.358875,4.5,1
13801975,3485,3.05433,0.80475,6,1
13801975,3486,-0.763582,0,7.5,-1
13805289,3485,1.63625,-0.467625,3.5,1
13816814,3470,0.370882,-0.1305,3.5,-1
13816814,3471,-1.55989,0,4,1
13817244,3455,-1.67988,0.532875,9,-1
13817437,3508,1.7126,0.511125,3.5,-1
13817437,3509,-0.610865,0.80475,3.5,1
13817735,3449,2.25802,0.511125,3,1
13817735,3450,-1.61443,0.511125,3,-1
13817735,3450,-1.46171,0.358875,3.5,-1
13821302,3508,2.27984,-0.511125,3,1
13822084,3464,1.4399,0,3,-1
13822084,3465,-0.90539,0.435,3.5,1
13826675,3469,-0.872665,0.511125,3,1
13827627,3514,2.14894,-0.511125,6,-1
13833500,3451,2.21439,-0.511125,3.5,1
13837132,3501,-0.479966,0.685125,5.5,1
13837398,3498,1.77805,-0.358875,5.5,1
13840757,3543,1.98531,-0.36975,4,1
13840757,3544,2.1053,-0.36975,3.5,1
13840757,3545,-2.32347,0,3,-1
13842708,3463,-1.67988,-0.685125,3.5,-1
13843237,3517,1.37445,-0.3915,7,-1
13843237,3519,-2.08349,-0.424125,7,1
13844349,3510,1.12356,-0.511125,4.5,-1
13844349,3511,-0.359974,-0.511125,5.5,1
13848060,3462,1.94168,0.685125,3.5,-1
13848813,3504,2.25802,-0.511125,3,1
13854051,3525,3.11978,0.511125,3,1
13854051,3526,-1.06901,0,3,-1
13854516,3540,1.4399,-0.467625,20.5,1
13854516,3541,-0.872665,-0.424125,10.5,-1
13858211,3511,-3.07614,-0.511125,3.5,-1
13858412,3519,0.992656,-0.511125,3,-1
13858412,3521,-1.67988,0,3,1
13862621,3451,1.86532,-0.424125,3.5,1
13867196,3445,1.4508,-0.228375,3.5,1
13867196,3446,-2.63981,0.06525,3,-1
13867196,3446,-2.53073,0.06525,3.5,-1
13867244,3527,1.9744,-0.80475,3.5,1
13868696,3462,1.65806,0,3.5,1
13869267,3479,1.14537,-0.315375,3.5,-1
13874152,3456,-1.5817,-0.467625,4,-1
13877617,3461,1.98531,0.358875,5,1
13877617,3462,2.01804,0.511125,9,1
13883145,3550,2.32347,-0.358875,5.5,-1
13883145,3552,-0.64359,0,7,1
13890743,3544,2.18166,0.685125,5,1
13890743,3546,-1.38536,0.76125,4.5,-1
13901395,3501,-1.8326,-0.80475,4.5,1
13904279,3534,1.40717,-0.358875,4.5,1
13904279,3535,1.46171,-0.28275,5,1
13907166,3549,0.927206,0,3.5,-1
13907166,3551,-1.14537,-0.424125,3.5,1
13910969,3495,1.76715,-0.80475,3.5,1
13912866,3456,1.23264,0.696,3.5,1
13912866,3458,-2.45437,-0.76125,3.5,-1
13916370,3461,0.872665,0,4.5,1
13916429,3502,1.5708,-0.80475,3.5,1
13921548,3467,-2.19257,-0.80475,3.5,1
13921856,3539,1.9635,0.80475,3.5,1
13922180,3526,1.14537,0,4,-1
13922180,3527,-2.27984,0.609,3.5,1
13923985,3535,-1.69079,0,3,1
13925069,3531,-1.4399,0,9,-1
13925069,3531,-1.40717,0.358875,4.5,-1
13926317,3508,1.77805,-0.358875,3.5,1
13927493,3551,-2.67254,0.511125,3,1
13928712,3537,1.72351,-0.36975,7,-1
13930197,3546,2.2362,0.511125,5,1
13930817,3470,1.78896,-0.685125,4,1
13932910,3527,2.0944,0.511125,4,1
13935068,3517,1.0472,0.358875,36,-1
13935068,3519,-1.46171,0.424125,139.5,1
13935068,3519,-1.46171,0.424125,139.5,1
13937033,3522,1.26536,0,17.5,-1
13941090,3516,1.33081,0.511125,3.5,-1
13941090,3517,-0.556324,0.511125,3.5,1
13941090,3517,-0.687224,0.358875,3.5,1
13949698,3466,2.11621,-0.80475,4.5,1
13953477,3519,2.15984,-0.23925,2.5,1
13953692,3498,1.07992,-0.358875,8,1
13953889,3482,0.850848,0,3,1
13956377,3530,2.12712,-0.511125,3.5,1
13956377,3531,-2.69435,-0.511125,4.5,-1
13958795,3509,-2.20348,-0.80475,9.5,1
13960587,3504,1.38535,0.685125,3.5,1
13961928,3463,1.7017,-0.76125,7,-1
13961928,3465,-1.50535,0.23925,7.5,1
13964637,3505,-1.65806,0.750375,3,1
13964727,3530,2.24711,-0.511125,3,1
13965321,3525,1.36354,0,6.5,-1
13965321,3526,-3.13068,0.511125,4,1
13967330,3481,2.07258,0.511125,3.5,1
13967330,3481,1.9744,0.358875,3.5,1
13970099,3499,1.89805,-0.435,3.5,1
13970099,3500,-1.54898,-0.511125,3.5,-1
13974880,3468,1.34172,0.424125,3.5,-1
13976888,3549,1.40717,-0.685125,8,-1
13978446,3498,1.40717,-0.315375,4.5,-1
13978446,3500,-1.34172,0.10875,3.5,1
13980590,3446,1.72351,-0.685125,3.5,1
13985496,3462,1.15628,0.511125,3.5,-1
13985496,3463,-1.4399,0.80475,3.5,1
13986339,3477,2.14894,0,4,1
13986339,3478,2.21439,-0.511125,5.5,1
13988023,3489,-1.24355,0.23925,3.5,-1
13991723,3509,-0.938114,-0.80475,4.5,-1
13991921,3487,1.4508,0.358875,3.5,1
13996070,3526,2.55254,0,3,1
13997290,3534,2.00713,-0.206625,7.5,-1
14002568,3530,-2.09439,-0.685125,3.5,-1
14006103,3497,1.8435,-0.80475,3.5,1
14010450,3449,2.20348,0.511125,3,1
14010823,3526,1.78896,-0.511125,4.5,1
14011389,3523,2.0944,0.358875,3.5,1
14011389,3524,2.20348,0.511125,3,1
14012090,3490,2.22529,0.685125,5,-1
14012090,3492,-0.698132,0.80475,6,1
14013218,3552,1.05811,-0.685125,5.5,-1
14018982,3480,1.02538,-0.358875,3.5,-1
14018982,3481,0.90539,-0.511125,3,-1
14018982,3481,-1.47262,-0.511125,3,1
14018982,3482,-1.59261,-0.358875,3.5,1
14019769,3530,2.47619,-0.80475,3.5,1
14021124,3483,1.9744,-0.685125,6.5,-1
14022997,3477,-1.66897,0.80475,4,-1
14024183,3496,1.36354,0.10875,3.5,-1
14027209,3462,-1.16719,0.424125,3.5,-1
14035787,3510,-0.938114,-0.76125,5.5,1
14036317,3492,-1.75624,-0.80475,3.5,-1
14039714,3495,1.8326,-0.511125,3.5,-1
14039938,3526,-1.55989,0.80475,5.5,-1
14042862,3480,1.78896,-0.685125,5,1
14045546,3458,1.93077,-0.380625,3.5,1
14055138,3469,-2.3671,-0.424125,3.5,-1
14056044,3527,1.60352,-0.424125,10.5,1
14059703,3515,1.51625,-0.685125,31,-1
14059703,3517,2.58527,-0.511125,4,1
14059853,3448,1.9744,-0.80475,3.5,1
14061685,3462,2.2362,-0.80475,7,1
14063413,3516,2.13803,0.685125,4,1
14065654,3515,2.15984,0.685125,13,-1
14068184,3504,2.14894,-0.358875,7.5,1
14069449,3519,-1.46171,0,5.5,1
14073042,3526,1.94168,-0.80475,4,1
14073042,3527,-2.61799,-0.80475,4.5,-1
14073425,3517,-1.94168,-0.10875,15.5,-1
14073425,3518,-1.94168,-0.10875,11,-1
14079707,3529,1.15628,0.685125,4,-1
14083903,3471,0.338158,0,3.5,-1
14083943,3507,1.60352,-0.685125,66,-1
14084001,3509,-1.41808,-0.358875,3.5,1
14085536,3475,1.77805,-0.685125,10,-1
14086353,3445,1.07992,-0.685125,3.5,-1
14090633,3491,0.850848,-0.06525,139.5,-1
14090633,3492,-1.90895,0.358875,47.5,1
14090633,3493,-1.90895,0.380625,139.5,-1
14092706,3544,1.51625,-0.80475,7.5,-1
14098792,3481,0.796306,0.80475,3.5,-1
14101798,3538,1.46171,-0.685125,18,1
14101798,3540,-1.31991,0,20,-1
14104513,3491,1.64715,0,4.5,1
14125502,3453,2.17075,-0.685125,3,1
14125502,3455,-1.12356,0,4.5,-1
14137993,3467,-1.19991,-0.80475,3.5,-1
14138398,3514,1.67988,0.80475,3.5,1
14139544,3510,1.54898,-0.358875,10,1
14140531,3445,1.7126,-0.511125,10,1
14140531,3446,-1.39626,0,6,-1
14142987,3514,1.26536,-0.358875,3.5,-1
14146169,3528,1.27627,0,3.5,-1
14149659,3475,-1.7017,0,3.5,-1
14155429,3530,1.73442,-0.685125,5.5,1
14159209,3483,-0.458149,-0.511125,13,-1
14164768,3457,-0.0109084,0.685125,3.5,-1
14171188,3551,2.05076,-0.685125,3.5,1
14171188,3553,-2.79253,-0.511125,3.5,-1
14171188,3554,-2.79253,-0.511125,3.5,-1
14171188,3555,-2.79253,-0.511125,3.5,-1
14173816,3548,2.02895,-0.80475,6.5,1
14176623,3446,-0.90539,-0.80475,10,-1
14179244,3451,-1.39626,0.76125,13,1
14180283,3501,0.959931,-0.358875,5,1
14180283,3502,-2.08349,-0.435,6.5,1
